"codigo";"denominacion_generica_es";"denominacion_generica_val";"denominacion_especifica";"denominacion";"regimen";"tipo_via";"direccion";"numero";"codigo_postal";"localidad";"provincia";"telefono";"fax";cod_edificacion;longitud;latitud;"titular";"cif";"comarca";"url_es";"url_va";fe_constitucion
"03017059";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRO FPA MUNICIPAL RAFAEL ALTAMIRA";"CENTRO FPA MUNICIPAL RAFAEL ALTAMIRA";"PÚB.";"CARRER";"LUIS ESTAÑ ALFOSEA";"S/N";"03360";"CALLOSA DE SEGURA";"ALICANTE/ALACANT";"965310550";"966758633";1;-0.876449;38.127645;"AYUNTAMIENTO DE CALLOSA DE SEGURA";"P0304900D";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017059";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017059";30/01/2006
"03017060";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL RICO SAPENA";"CENTRE FPA MUNICIPAL RICO SAPENA";"PÚB.";"CARRER";"DOCTOR FLEMING";"52";"03420";"CASTALLA";"ALICANTE/ALACANT";"965561194";"965561194";1;-0.670617;38.591307;"AJUNTAMENT DE CASTALLA";"P0305300F";"L'ALCOIÀ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017060";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017060";30/01/2006
"03017072";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRO FPA MUNICIPAL DE MONFORTE DEL CID";"CENTRO FPA MUNICIPAL DE MONFORTE DEL CID";"PÚB.";"AVINGUDA";"MIGUEL CANDELA ALBEROLA";"S/N";"03670";"MONFORTE DEL CID";"ALICANTE/ALACANT";"966195780";;1;-0.727919;38.38297;"AYUNTAMIENTO DE MONFORTE DEL CID";"P0308800B";"EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017072";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017072";28/03/2006
"03017084";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL FREIRE";"CENTRE FPA MUNICIPAL FREIRE";"PÚB.";"AVINGUDA";"EMILIO CASTELAR";"S/N";"03640";"MONÒVER";"ALICANTE/ALACANT";"965470914";;1;-0.844644;38.432304;"AJUNTAMENT DE MONÒVER";"P0308900J";"EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017084";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017084";27/07/2006
"03017096";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL DE MUTXAMEL";"CENTRE FPA MUNICIPAL DE MUTXAMEL";"PÚB.";"CARRER";"TIRANT LO BLANC";"11";"03110";"MUTXAMEL";"ALICANTE/ALACANT";"965951712";;1;-0.445746;38.420789;"AJUNTAMENT DE MUTXAMEL";"P0309000H";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017096";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017096";30/01/2006
"03017114";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL SEGARIA";"CENTRE FPA MUNICIPAL SEGARIA";"PÚB.";"AVINGUDA";"JUAN CARLOS I";"S/N";"03770";"VERGER (EL)";"ALICANTE/ALACANT";"965750125";;1;0.015696;38.842833;"AJUNTAMENT D'EL VERGER";"P0313800E";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017114";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017114";28/03/2006
"03017138";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA";"CENTRE PRIVAT LA DEVESA";"CENTRE PRIVAT LA DEVESA";"PRIV.";"CARRER";"MALLORCA";"6";"03203";"ELX";"ALICANTE/ALACANT";"965458349";"965458349";1;-0.67229;38.268561;"MARTÍ SOROLLA, COOPERATIVA VALENCIANA";"F46171542";"EL BAIX VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017138";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017138";16/05/2007
"03017141";"ESCUELA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA EL SEGUILI";"ESCOLA PRIVADA DE MÚSICA EL SEGUILI";"PRIV.";"CARRER";"ESCOLES";"2";"03759";"BENIDOLEIG";"ALICANTE/ALACANT";"966404158";;1;-0.029239;38.792192;"AGRUPACIÓ MUSICAL EL SEGUILI DE BENIDOLEIG";"G53848313";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017141";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017141";12/05/2005
"03017151";"ESCUELA PÚBLICA DE MÚSICA";"ESCOLA PÚBLICA DE MÚSICA";"E. DE MÚSICA MUNICIPAL";"E. DE MÚSICA MUNICIPAL";"PÚB.";"PLAÇA";"DE LES PESQUERES";"10";"03726";"POBLE NOU DE BENITATXELL (EL)";"ALICANTE/ALACANT";"966493369";;1;0.141835;38.730527;"AJUNTAMENT D'EL POBLE NOU DE BENITATXELL";"P0304200I";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017151";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017151";12/05/2005
"03017163";"ESCUELA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA";"ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL SAN ISIDRO";"ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL SAN ISIDRO";"PRIV.";"PASSEIG";"DE LAS PALMERAS";"S/N";"03349";"SAN ISIDRO";"ALICANTE/ALACANT";"651957340";;1;-0.838322;38.173081;"SOCIEDAD MUSICAL SAN ISIDRO";"G03347499";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017163";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017163";12/05/2005
"03017175";"ESCUELA PÚBLICA DE MÚSICA";"ESCOLA PÚBLICA DE MÚSICA";"E. DE MÚSICA MUNICIPAL";"E. DE MÚSICA MUNICIPAL";"PÚB.";"PLAÇA";"MAJOR";"1";"03727";"XALÓ";"ALICANTE/ALACANT";"966480576";;1;-0.011603;38.740996;"AJUNTAMENT DE XALÓ";"P0308100G";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017175";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017175";12/05/2005
"03017187";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLO MUNICIPAL";"EI 1ER CICLO MUNICIPAL";"PÚB.";"CARRER";"GENERAL PASTOR";"S/N";"03150";"DOLORES";"ALICANTE/ALACANT";"965726715";;1;-0.771691;38.141793;"AYUNTAMIENTO DE DOLORES";"P0306400C";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017187";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017187";02/12/2008
"03017205";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL DEL POBLE NOU DE BENITATXELL";"CENTRE FPA MUNICIPAL DEL POBLE NOU DE BENITATXELL";"PÚB.";"AVINGUDA";"ALICANTE";"42";"03726";"POBLE NOU DE BENITATXELL (EL)";"ALICANTE/ALACANT";"966493756";"966493013";1;0.140042;38.730757;"AJUNTAMENT DEL POBLE NOU DE BENITATXELL";"P0304200I";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017205";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017205";04/09/2006
"03017254";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE";"CENTRO PRIV. ED. INF. 1ER CICLO SAN CARLOS";"CENTRO PRIV. ED. INF. 1ER CICLO SAN CARLOS";"PRIV.";"CARRER";"RAFAEL POVEDA";"S/N";"03370";"REDOVÁN";"ALICANTE/ALACANT";"966735507";;1;-0.912917;38.117373;"PERSONA FÍSICA";;"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017254";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017254";19/02/2007
"03017278";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP NÚMERO 4";"CEIP NÚMERO 4";"PÚB.";"AVINGUDA";"D'ALGORFA";"S/N";"03160";"ALMORADÍ";"ALICANTE/ALACANT";;;1;-0.793936;38.102647;"GENERALITAT VALENCIANA";"-1";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017278";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017278";
"03017308";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLE MUNICIPAL";"EI 1ER CICLE MUNICIPAL";"PÚB.";"CARRER";"ROSA ESCRIG";"14";"03850";"BENIARRÉS";"ALICANTE/ALACANT";"965515035";"965515068";1;-0.379366;38.819703;"AJUNTAMENT DE BENIARRÉS";"P0302800H";"EL COMTAT";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017308";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017308";30/06/2008
"03017311";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP MARÍA MOLINER";"CEIP MARÍA MOLINER";"PÚB.";"CARRER";"SAN JUAN";"40";"03190";"PILAR DE LA HORADADA";"ALICANTE/ALACANT";"966904160";;1;-0.779068;37.863922;"GENERALITAT VALENCIANA";"Q0300678J";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017311";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017311";30/01/2009
"03017321";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLE MUNICIPAL L'ESCOLETA";"EI 1ER CICLE MUNICIPAL L'ESCOLETA";"PÚB.";"CARRER";"ALCIPE, PLAN PARCIAL LA PLANA";"22";"03700";"DÉNIA";"ALICANTE/ALACANT";"966430503";"966430503";1;0.090103;38.82704;"AJUNTAMENT DE DÉNIA";"P0306300E";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017321";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017321";28/06/2007
"03017333";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP DOÑA VICENTA RUSO";"CEIP DOÑA VICENTA RUSO";"PÚB.";"AVINGUDA";"NORUEGA";"159";"03130";"SANTA POLA";"ALICANTE/ALACANT";"965318975";;1;-0.528631;38.23963;"GENERALITAT VALENCIANA";"S0300047H";"EL BAIX VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017333";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017333";26/10/2007
"03017345";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLE MUNICIPAL EL BRESSOL";"EI 1ER CICLE MUNICIPAL EL BRESSOL";"PÚB.";"AVINGUDA";"PORVILLA";"S/N";"03530";"NUCIA (LA)";"ALICANTE/ALACANT";"965870328";;1;-0.124712;38.618371;"AJUNTAMENT DE LA NUCIA";"P0309400J";"LA MARINA BAIXA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017345";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017345";17/04/2007
"03017461";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP CLARA CAMPOAMOR";"CEIP CLARA CAMPOAMOR";"PÚB.";"AVINGUDA";"DE LA UNESCO";"3";"03202";"ELX";"ALICANTE/ALACANT";"966616065";;1;-0.681447;38.276588;"GENERALITAT VALENCIANA";"S0300037I";"EL BAIX VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017461";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017461";22/12/2006
"03017473";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLE MUNICIPAL LAS CINCO CUEVAS";"EI 1ER CICLE MUNICIPAL LAS CINCO CUEVAS";"PÚB.";"CARRER";"MIGUEL DE CERVANTES";"3";"03178";"BENIJÓFAR";"ALICANTE/ALACANT";"690036836";;1;-0.736504;38.079493;"AJUNTAMENT DE BENIJÓFAR";"P0303400F";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017473";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017473";30/06/2008
"03017485";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP MEDITERRÁNEO";"CEIP MEDITERRÁNEO";"PÚB.";"CARRER";"CATEDRÁTICO ABELARDO RIGUAL";"4";"03540";"ALACANT";"ALICANTE/ALACANT";"965937380";;1;-0.422288;38.364907;"GENERALITAT VALENCIANA";"Q0300684H";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017485";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017485";16/01/2009
"03017497";"CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS";"CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES";"CENTRO PÚBLICO FPA LA ATALAYA";"CENTRO PÚBLICO FPA LA ATALAYA";"PÚB.";"CARRETERA";"CARRETERA N.330, KM. 66";;"03400";"VILLENA";"ALICANTE/ALACANT";"965823755";;1;-0.924611;38.716624;"GENERALITAT VALENCIANA";"Q0300649A";"L'ALT VINALOPÓ/EL ALTO VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017497";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017497";22/12/2006
"03017503";"CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA";"CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA";"CENTRE ENS. PROFESSIONALS DE MÚSICA SANT JOAN D'ALACANT";"CENTRE ENS. PROFESSIONALS DE MÚSICA SANT JOAN D'ALACANT";"PRIV.";"AVINGUDA";"DE L'INSTITUT (APT. 40)";"6";"03550";"SANT JOAN D'ALACANT";"ALICANTE/ALACANT";"965657832";;1;-0.441901;38.406359;"ASSOCIACIÓ SOCIETAT MUSICAL LA PAZ DE SANT JOAN D'ALACANT";"G03165875";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017503";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017503";15/02/2010
"03017527";"ESCUELA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA DE LA SOCIETAT U. MUSICAL DE BIAR";"ESCOLA PRIVADA DE MÚSICA DE LA SOCIETAT U. MUSICAL DE BIAR";"PRIV.";"CARRER";"SAN JERONI";"7";"03410";"BIAR";"ALICANTE/ALACANT";"965811429";;1;-0.763941;38.628069;"SOCIETAT UNIÓ MUSICAL DE BIAR";"G03157294";"L'ALT VINALOPÓ/EL ALTO VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017527";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017527";12/04/2006
"03017539";"ESCUELA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA EDUCANDOS S.C.D. CAROLINAS";"ESCOLA PRIVADA DE MÚSICA EDUCANDOS S.C.D. CAROLINAS";"PRIV.";"CARRER";"GARBINET";"91";"03012";"ALACANT";"ALICANTE/ALACANT";"965250004";;1;-0.480378;38.360522;"SOCIEDAD CULTURAL DEPORTIVA CAROLINAS DE ALICANTE";"G03067550";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017539";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017539";12/04/2006
"03017540";"ESCUELA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA TRADICIONAL EL SOGALL";"ESCOLA PRIVADA DE MÚSICA TRADICIONAL EL SOGALL";"PRIV.";"CARRER";"ÓSCAR ESPLÁ";"S/N";"03420";"CASTALLA";"ALICANTE/ALACANT";"654362208";;1;-0.668043;38.591093;"ASSOCIACIÓ COLLA DE DOLÇAINERS I PERCUSSIO ""EL SOGALL""";"G53045134";"L'ALCOIÀ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017540";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017540";12/04/2006
"03017552";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP JOSÉ RAMÓN GARCÍA ANTÓN";"CEIP JOSÉ RAMÓN GARCÍA ANTÓN";"PÚB.";"AVINGUDA";"SEVILLA";"3";"03690";"SANT VICENT DEL RASPEIG";"ALICANTE/ALACANT";"965937100";;1;-0.514523;38.392499;"GENERALITAT VALENCIANA";"Q0300663B";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017552";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017552";26/10/2007
"03017564";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE";"CENTRE PRIV. ED. INF. 1ER CICLE LES ESTRELETES";"CENTRE PRIV. ED. INF. 1ER CICLE LES ESTRELETES";"PRIV.";"CARRER";"NOVELDA (LOCAL 6)";"3";"03110";"MUTXAMEL";"ALICANTE/ALACANT";"965957030";;1;-0.445919;38.413543;"LES ESTRELETES, SL";"B53735619";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017564";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017564";30/04/2010
"03017576";"CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA";"CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA";"CENTRE PRIVAT FP C.ESTUDIOS SANITARIOS DEL MEDITERRÁNEO";"CENTRE PRIVAT FP C.ESTUDIOS SANITARIOS DEL MEDITERRÁNEO";"PRIV.";"CARRER";"MARIANO BENLLIURE";"31";"03201";"ELX";"ALICANTE/ALACANT";"965448489";;1;-0.707128;38.26298;"CENTRO DE ESTUDIOS SANITARIOS DEL MEDITERRÁNEO, SL";"B54086962";"EL BAIX VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017576";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017576";28/09/2007
"03017588";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL";"CENTRE FPA MUNICIPAL";"PÚB.";"CARRER";"JOVENTUT";"14";"03725";"TEULADA";"ALICANTE/ALACANT";"965740158";;1;0.109198;38.72815;"AJUNTAMENT DE TEULADA";"P0312800F";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017588";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017588";27/06/2007
"03017591";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLE MUNICIPAL LA TRILLADORA";"EI 1ER CICLE MUNICIPAL LA TRILLADORA";"PÚB.";"CARRER";"SAN RAFAEL";"74";"03780";"PEGO";"ALICANTE/ALACANT";"965572735";;1;-0.110217;38.842969;"AJUNTAMENT DE PEGO";"P0310200A";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017591";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017591";17/04/2008
"03017606";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLE MUNICIPAL";"EI 1ER CICLE MUNICIPAL";"PÚB.";"CARRER";"SIERRA CORTINA";"7";"03509";"FINESTRAT";"ALICANTE/ALACANT";"608962643";;1;-0.2134;38.568085;"AJUNTAMENT DE FINESTRAT";"P0306900B";"LA MARINA BAIXA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017606";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017606";27/05/2011
"03017618";"ESCUELA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA";"ESCOLA PRIVADA DE MÚSICA LA CONSTANCIA";"ESCOLA PRIVADA DE MÚSICA LA CONSTANCIA";"PRIV.";"PLAÇA";"DE LA CONSTITUCIÓN";"3-3";"03130";"SANTA POLA";"ALICANTE/ALACANT";"966692132";;1;-0.553272;38.191691;"ASOCIACIÓN MUSICAL MARE DE DEU DE LORETO";"G53676375";"EL BAIX VINALOPÓ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017618";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017618";12/04/2006
"03017621";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE";"CENTRE PRIV. ED. INF. 1ER CICLE GARABATOS";"CENTRE PRIV. ED. INF. 1ER CICLE GARABATOS";"PRIV.";"CARRER";"JIJONA";"6";"03690";"SANT VICENT DEL RASPEIG";"ALICANTE/ALACANT";"965667204";"965667204";1;-0.527419;38.399595;"GARABATOS SANT VICENT DEL RASPEIG, SLL";"B53682399";"L'ALACANTÍ";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017621";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017621";19/02/2007
"03017631";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLO MUNICIPAL";"EI 1ER CICLO MUNICIPAL";"PÚB.";"POLÍGON";"INDUST. DE PONIENTE,MANZANA A-1,PARCELA";"A-2";"03158";"CATRAL";"ALICANTE/ALACANT";"684450581";"965723018";1;-0.804346;38.165301;"AYUNTAMIENTO DE CATRAL";"P0305500A";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017631";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017631";25/05/2009
"03017643";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP NÚMERO 2";"CEIP NÚMERO 2";"PÚB.";"AVINGUDA";"COMUNIDAD VALENCIANA";"S/N";"03158";"CATRAL";"ALICANTE/ALACANT";;;1;-0.79874;38.160737;"GENERALITAT VALENCIANA";"-1";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017643";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017643";
"03017667";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL";"CENTRE FPA MUNICIPAL";"PÚB.";"CARRER";"NOU";"36";"03530";"NUCIA (LA)";"ALICANTE/ALACANT";"965870700";;1;-0.124637;38.617608;"AJUNTAMENT DE LA NUCIA";"P0309400J";"LA MARINA BAIXA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017667";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017667";27/06/2007
"03017709";"ESCUELA INFANTIL DE PRIMER CICLO";"ESCOLA INFANTIL DE PRIMER CICLE";"EI 1ER CICLO MUNICIPAL";"EI 1ER CICLO MUNICIPAL";"PÚB.";"CARRER";"JUAN RAMÓN JIMÉNEZ";"25";"03315";"MURADA (LA)";"ALICANTE/ALACANT";"672219088";;1;-0.959443;38.170805;"AYUNTAMIENTO DE ORIHUELA";"P0309900I";"EL BAIX SEGURA/LA VEGA BAJA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017709";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017709";28/05/2010
"03017722";"CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS";"CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES";"CENTRE FPA MUNICIPAL";"CENTRE FPA MUNICIPAL";"PÚB.";"AVINGUDA";"MAS NOU";"1";"03710";"CALP";"ALICANTE/ALACANT";"965839123";;1;0.044117;38.642953;"AJUNTAMENT DE CALP";"P0304700H";"LA MARINA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03017722";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03017722";13/05/2009
